source,text,date,compound,positive,neutral,negative,tweets ago
FoxNews,Dying dad celebrates Christmas in July with family ,2018-07-31 10:29:04+00:00,0.5719,0.346,0.654,0.0,59
FoxNews,TSA calls reports it's surveilling ordinary Americans 'ridiculous' ,2018-07-31 10:28:10+00:00,0.0,0.0,1.0,0.0,60
FoxNews,North Korea possibly constructing new intercontinental ballistic missiles: report ,2018-07-31 10:25:01+00:00,0.0,0.0,1.0,0.0,61
FoxNews,"OPINION: If ObamaCare is an economic time bomb, Medicare for All would be a nuclear explosion ",2018-07-31 10:19:19+00:00,-0.4939,0.0,0.814,0.186,62
FoxNews,.@CarleyShimkus is live with the 'Fox News Update' on Facebook Watch: ,2018-07-31 10:10:43+00:00,0.0,0.0,1.0,0.0,63
FoxNews,"Bernie Sanders' 'Medicare for all' bill estimated to cost $32.6T, new study says ",2018-07-31 09:58:51+00:00,0.0,0.0,1.0,0.0,64
FoxNews,"Air marshals have secretly monitored US passengers for years, report says ",2018-07-31 09:37:42+00:00,0.0,0.0,1.0,0.0,65
FoxNews,"Carrie Severino: “He’s just such an amazing, excellent judge ",2018-07-31 09:22:25+00:00,0.8176,0.517,0.483,0.0,66
FoxNews,SHOW OFF: Ritchie the ring-tailed lemur confidently flexed his muscles on Monday at the Melbourne Zoo. ,2018-07-31 09:15:00+00:00,0.4767,0.171,0.829,0.0,67
FoxNews,Guy Fieri helps feed California residents displaced by deadly wildfires ,2018-07-31 09:10:50+00:00,0.3818,0.224,0.776,0.0,68
FoxNews,"New York brothers wake up to find intruder, beat and stab burglar to death, cops say ",2018-07-31 09:08:00+00:00,-0.8271,0.0,0.645,0.355,69
FoxNews,".@RudyGiuliani on Mueller investigation: ""We've been driven further away from the idea of answering any questions f… ",2018-07-31 09:00:00+00:00,0.0,0.0,1.0,0.0,70
FoxNews,Texas mall robbery suspects ID'd as Mexican nationals in US illegally ,2018-07-31 08:53:00+00:00,-0.34,0.0,0.806,0.194,71
FoxNews,".@AlanDersh: ""I would hope we could get politics out of the confirmation process."" ",2018-07-31 08:45:00+00:00,0.4404,0.195,0.805,0.0,72
FoxNews,President @realDonaldTrump and Robert  Wilkie's wife Julia watch as @VP Mike Pence swears in Robert Wilkie as Secre… ,2018-07-31 08:38:00+00:00,0.0516,0.066,0.934,0.0,73
FoxNews,.@JesseBWatters: “The wall will be built. It'll be beautiful. But it looks like it’s going to be built one step at… ,2018-07-31 08:15:00+00:00,0.6908,0.231,0.769,0.0,74
FoxNews,Senator @RandPaul released a statement Monday saying he will support Supreme Court nominee Judge Brett Kavanaugh.… ,2018-07-31 08:07:00+00:00,0.743,0.326,0.674,0.0,75
FoxNews,"Peter Morici: ""What the left is denying is that over the entire Trump presidency, growth has averaged about 40 to 4… ",2018-07-31 08:00:00+00:00,0.0516,0.108,0.792,0.1,76
FoxNews,Rand Paul says he will support Supreme Court nominee Brett Kavanaugh ,2018-07-31 07:53:00+00:00,0.743,0.412,0.588,0.0,77
FoxNews,Eight-year-old boy starts lemonade stand to help local police department ,2018-07-31 07:45:00+00:00,0.4019,0.231,0.769,0.0,78
FoxNews,"Bernie Sanders' 'Medicare for all' bill estimated to cost $32.6T, new study says ",2018-07-31 07:38:00+00:00,0.0,0.0,1.0,0.0,79
FoxNews,"Brandon Judd: “If we build the walls in strategic locations, we will then be able to control where illegal immigrat… ",2018-07-31 07:30:00+00:00,-0.5574,0.0,0.841,0.159,80
FoxNews,JUST IN: Malaysian civil aviation chief resigns in wake of MH370 report ,2018-07-31 07:24:52+00:00,-0.3182,0.0,0.827,0.173,81
FoxNews,Jersey Shore restaurant at odds with customer after video shows worm crawling in dinner ,2018-07-31 07:23:00+00:00,0.0,0.0,1.0,0.0,82
FoxNews,".@RepDeSantis: ""[@POTUS has] brought new people to the Republican Party."" #TheStory ",2018-07-31 07:15:00+00:00,0.0,0.0,1.0,0.0,83
FoxNews,North Korea possibly constructing new intercontinental ballistic missiles: report ,2018-07-31 07:12:42+00:00,0.0,0.0,1.0,0.0,84
FoxNews,"Four dead, including child, in suspected triple murder-suicide in New York City ",2018-07-31 07:10:00+00:00,-0.7351,0.0,0.617,0.383,85
FoxNews,Firefighters with Cal Fire Mendocino Unit cover themselves from smoke and ash created by an advancing wildfire on M… ,2018-07-31 07:07:00+00:00,-0.1027,0.093,0.794,0.112,86
FoxNews,".@MZHemingway on @POTUS' shutdown threat: ""He's in a position of strength right now and immigration is an issue tha… ",2018-07-31 07:00:01+00:00,-0.0516,0.142,0.708,0.15,87
FoxNews,People gather outside the Greek Parliament in Athens in memory of victims of a deadly wildfire a week ago. ,2018-07-31 06:53:00+00:00,-0.3182,0.0,0.874,0.126,88
FoxNews,Ohio judge orders teen who pushed over portable toilet to clean up animal waste ,2018-07-31 06:49:18+00:00,-0.0258,0.154,0.686,0.16,89
FoxNews,".@MonicaCrowley: “The reason we have Donald Trump…is because he went out into the heartland and he said, ‘You know… ",2018-07-31 06:45:00+00:00,0.0,0.0,1.0,0.0,90
FoxNews,ICE agents accuse Oregon mayor of abetting 'Abolish ICE' protesters ,2018-07-31 06:38:00+00:00,-0.4019,0.0,0.684,0.316,91
FoxNews,".@kayleighmcenany: ""Democrats are quivering when they hear the word shutdown. They lost the last one, and the Ameri… ",2018-07-31 06:30:00+00:00,-0.3182,0.0,0.881,0.119,92
FoxNews,.@KingJames opens school for challenged youth in hometown ,2018-07-31 06:23:00+00:00,-0.1027,0.0,0.833,0.167,93
FoxNews,".@POTUS: ""America's booming economy, setting records in so many categories, creates enormous opportunities for inve… ",2018-07-31 06:15:00+00:00,0.6077,0.276,0.724,0.0,94
FoxNews,"During a press conference with Italian Prime Minister Giuseppe Conte, President @realDonaldTrump reiterated his wee… ",2018-07-31 06:07:00+00:00,0.0,0.0,1.0,0.0,95
FoxNews,".@IngrahamAngle: “One could also make the argument that selling out American workers, and offering up our industrie… ",2018-07-31 06:00:00+00:00,-0.3612,0.0,0.865,0.135,96
FoxNews,"""We feel about the way you'd expect a family to feel that has someone that we love as much as Mollie, but that's re… ",2018-07-31 05:53:00+00:00,0.3818,0.106,0.894,0.0,97
FoxNews,"On Monday, former President @BarackObama and Vice President @JoeBiden grabbed lunch together at Dog Tag Bakery, a W… ",2018-07-31 05:45:00+00:00,0.0,0.0,1.0,0.0,98
FoxNews,"""Someone knows something and they need to call the authorities."" 

Rob Tibbetts, father of the missing University o… ",2018-07-31 05:41:46+00:00,-0.7003,0.0,0.734,0.266,99
FoxNews,"An air tanker passes behind a smoke plume while battling the River Fire in Lakeport, California, on Monday. A pair… ",2018-07-31 05:38:00+00:00,-0.5423,0.0,0.78,0.22,100
NYTimes,"What you won't hear about at the Paul Manafort trial: Russia, or how jurors voted in 2016 ",2018-07-31 17:45:10+00:00,0.0,0.0,1.0,0.0,1
NYTimes,"RT @halophoenix: Today in Smarter Living, a few strategic upgrades to my tiny apartment bedroom turned it from a near-closet to a relaxing,…",2018-07-31 17:30:09+00:00,0.4588,0.136,0.864,0.0,2
NYTimes,Workplaces can be weird sometimes. She can help. ,2018-07-31 17:15:04+00:00,0.25,0.26,0.577,0.163,3
NYTimes,"In Opinion

Op-Ed columnist Frank Bruni writes, ""Manafort’s trial on bank- and tax-fraud charges, stemming from pol… ",2018-07-31 17:05:08+00:00,-0.2732,0.0,0.884,0.116,4
NYTimes,"Journalist Bob Woodward, famed for his coverage of Watergate, has a new book: “Fear: Trump in the White House,” abo… ",2018-07-31 16:50:03+00:00,0.0,0.0,1.0,0.0,5
NYTimes,"RT @RaR: Local news is in crisis across the country, and New Jersey lawmakers want to try something once unthinkable: Putting up taxpayer m…",2018-07-31 16:35:04+00:00,-0.5859,0.047,0.803,0.15,6
NYTimes,Breaking News: Facebook identified coordinated efforts using fake accounts to influence the midterm elections on is… ,2018-07-31 16:21:57+00:00,-0.4767,0.0,0.829,0.171,7
NYTimes,"LeBron James started posting workout videos to Instagram, so now everybody is posting workout videos to Instagram ",2018-07-31 16:15:06+00:00,0.0,0.0,1.0,0.0,8
NYTimes,"""We are not going to run out of food — this isn't about the return of rationing,"" said the director general of the… ",2018-07-31 16:00:18+00:00,0.0,0.0,1.0,0.0,9
NYTimes,"President Trump and Senate Republicans are stacking federal appeals courts with young, conservative judges who, thr… ",2018-07-31 15:50:05+00:00,0.0,0.0,1.0,0.0,10
NYTimes,Alda said he revealed he had Parkinson’s disease to encourage people to take action. “The reason I want to talk abo… ,2018-07-31 15:39:03+00:00,0.5574,0.204,0.796,0.0,11
NYTimes,Alda says he was prompted to ask his doctor for a scan after reading a 2015 New York Times article on Parkinson's d… ,2018-07-31 15:35:00+00:00,0.0,0.0,1.0,0.0,12
NYTimes,“M*A*S*H” actor Alan Alda revealed on CBS “This Morning” that he has been living with Parkinson’s disease for over… ,2018-07-31 15:30:09+00:00,0.0,0.0,1.0,0.0,13
NYTimes,"Police say a Connecticut man used dating apps to hunt women, including a nurse he met through Tinder who was murder… ",2018-07-31 15:15:05+00:00,0.0,0.0,1.0,0.0,14
NYTimes,"RT @nytimesworld: As British courts shifted their position on ending life support for patients in a persistent vegetative state, one campai…",2018-07-31 15:00:14+00:00,0.4019,0.124,0.876,0.0,15
NYTimes,President Trump said he is “looking into” his administration’s decision to allow 3-D printed plastic guns capable o… ,2018-07-31 14:45:05+00:00,0.5423,0.22,0.78,0.0,16
NYTimes,President Trump's endorsements have influenced the outcomes of primaries across the country this year. Florida's Re… ,2018-07-31 14:30:07+00:00,0.0,0.0,1.0,0.0,17
NYTimes,"RT @jmartNYT: NEW: @adamputnam did everything right: UF, state house at 22, Congress at 26, where he became member of ldrshp, and then two…",2018-07-31 14:15:06+00:00,0.0,0.0,1.0,0.0,18
NYTimes,"Your daily @DealBook Briefing:

• Trump considers a huge tax cut for the rich 

• Les Moonves stays at CBS (for now… ",2018-07-31 14:00:09+00:00,0.5859,0.246,0.667,0.088,19
NYTimes,Stephen Colbert stopped just short of saying that Les Moonves should resign as chief executive of CBS Corporation.… ,2018-07-31 13:45:06+00:00,-0.5106,0.0,0.788,0.212,20
NYTimes,Water sloshes into their homes. The drains back up and overflow. The community tap is often contaminated. Dengue fe… ,2018-07-31 13:30:08+00:00,0.0,0.0,1.0,0.0,21
NYTimes,"Leslie Cockburn, a Democratic congressional nominee in Virginia, accused her Republican opponent, Denver Riggleman,… ",2018-07-31 13:15:09+00:00,-0.296,0.0,0.845,0.155,22
NYTimes,Morning Briefing: Here's what you need to know to start your day ,2018-07-31 13:00:18+00:00,0.0,0.0,1.0,0.0,23
NYTimes,"His mother ran toward him, her heart racing. ""I cried and hugged him — but he didn't even care. He stood there froz… ",2018-07-31 12:50:03+00:00,-0.5255,0.071,0.728,0.201,24
NYTimes,Gun control proponents and state officials are racing the clock to try to block blueprints to make guns from 3-D pr… ,2018-07-31 12:40:06+00:00,-0.6486,0.0,0.782,0.218,25
NYTimes,The charges against Manafort do not involve any allegations that the Trump campaign conspired with Russians. Noneth… ,2018-07-31 12:31:04+00:00,-0.2732,0.0,0.884,0.116,26
NYTimes,Iran said that talks with the United States would be impossible under what it called the Trump administration’s hos… ,2018-07-31 12:15:04+00:00,0.4215,0.135,0.865,0.0,27
NYTimes,"Rudy Giuliani, a lawyer for President Trump, said in interviews that even if Trump did collude with the Russians, h… ",2018-07-31 11:44:07+00:00,0.0,0.0,1.0,0.0,28
NYTimes,"""Among everyone caught up in the #MeToo movement, only Mr. Moonves was so bold — or so reckless — as to start a civ… ",2018-07-31 11:32:04+00:00,0.0959,0.133,0.749,0.118,29
NYTimes,Democrats are working on an election strategy for the 2018 midterms and beyond. It's one that deliberately sounds l… ,2018-07-31 11:14:04+00:00,0.0,0.0,1.0,0.0,30
NYTimes,The Trump administration is considering bypassing Congress to give a $100 billion tax cut to the wealthy by changin… ,2018-07-31 11:00:12+00:00,0.1027,0.121,0.777,0.102,31
NYTimes,"A car ran down a group of touring cyclists in Tajikistan over the weekend, killing four people from the United Stat… ",2018-07-31 10:46:00+00:00,-0.3818,0.116,0.702,0.182,32
NYTimes,"Long lines of enthusiastic voters formed at polling stations in Zimbabwe on Monday, following a peaceful campaign w… ",2018-07-31 10:30:04+00:00,0.7506,0.299,0.701,0.0,33
NYTimes,"""This is really frightening if this is the new normal,"" said an energy industry analyst in Norway ",2018-07-31 10:16:03+00:00,-0.3384,0.102,0.728,0.17,34
NYTimes,Morning Briefing: Here's what you need to know to start your day ,2018-07-31 10:00:09+00:00,0.0,0.0,1.0,0.0,35
NYTimes,"""Stockpiling of food is not a practical response to a no-deal on Brexit and industry has not been approached by Gov… ",2018-07-31 09:43:05+00:00,0.0,0.0,1.0,0.0,36
NYTimes,Paul Manafort faces 32 charges of bank and tax fraud largely stemming from his work as a political consultant in Uk… ,2018-07-31 09:31:02+00:00,-0.7096,0.0,0.753,0.247,37
NYTimes,An actor’s suicide has rattled the cast of the hit musical “Chicago” and raised thorny questions about workplace be… ,2018-07-31 09:14:05+00:00,-0.765,0.0,0.72,0.28,38
NYTimes,"Militants detonated a car bomb at a military checkpoint in the southern Philippine island of Basilan, killing at le… ",2018-07-31 09:00:03+00:00,-0.8225,0.0,0.664,0.336,39
NYTimes,RT @nytimesworld: Nuns in a convent breed endangered Mexican salamanders to make them into a cough syrup. They may be the only thing saving…,2018-07-31 08:45:03+00:00,0.0,0.0,1.0,0.0,40
NYTimes,"This Italian town is known for its ceramics, but it hopes to become known as a center of suborbital flights ",2018-07-31 08:33:04+00:00,0.5719,0.171,0.829,0.0,41
NYTimes,RT @nytimesworld: At least 1.3 million people were deported to Auschwitz during World War II. About 1.1 million people died there. Fewer th…,2018-07-31 08:16:01+00:00,-0.8176,0.0,0.737,0.263,42
NYTimes,The Trump administration is considering bypassing Congress to give a $100 billion tax cut to the wealthy by changin… ,2018-07-31 08:02:04+00:00,0.1027,0.121,0.777,0.102,43
NYTimes,"RT @nytopinion: President Trump told Iowans ""farmers love me"" but many farmers think his trade war is a self-inflicted wound for the countr…",2018-07-31 07:47:02+00:00,-0.5789,0.093,0.716,0.191,44
NYTimes,A vaccine scandal that has become one of the most visible public health crises in China in recent years ,2018-07-31 07:32:04+00:00,-0.4404,0.0,0.854,0.146,45
NYTimes,Taking an organized tour of Nepal and Bhutan was supposed to make a complicated trip less daunting. But would it ma… ,2018-07-31 07:17:06+00:00,0.0,0.0,1.0,0.0,46
NYTimes,Many feel that a draft list of citizens released by the Indian government has disproportionately left off Muslims a… ,2018-07-31 07:02:00+00:00,0.0,0.0,1.0,0.0,47
NYTimes,Blue-collar workers at an Ohio factory said they support President Trump on tariffs regardless of the cost. “If it… ,2018-07-31 06:40:22+00:00,0.4019,0.13,0.87,0.0,48
NYTimes,It's not just service dogs: Here's why management companies allow emotional-support animals in pet-free buildings ,2018-07-31 06:22:36+00:00,0.2263,0.119,0.881,0.0,49
NYTimes,"Philippine Bombing Kills 10, Showing Insurgents Remain a Problem ",2018-07-31 06:04:37+00:00,-0.7351,0.0,0.492,0.508,50
NYTimes,"You know them from “Killing Eve,” “Barry,” and more. But here’s what your favorite TV stars were up to before they… ",2018-07-31 06:04:37+00:00,0.6124,0.167,0.833,0.0,51
NYTimes,The proposed $100 billion bullet train to connect LA to San Francisco is the most ambitious public transportation p… ,2018-07-31 05:48:21+00:00,0.5256,0.159,0.841,0.0,52
NYTimes,RT @nytfood: This new pizza from @melissaclark is so good that you won’t mind turning on your oven to make it in the middle of summer ,2018-07-31 05:32:04+00:00,0.5777,0.13,0.87,0.0,53
NYTimes,Having trouble making financial decisions? Reframe thinking about money as a lifestyle choice. ,2018-07-31 05:16:50+00:00,-0.4019,0.0,0.803,0.197,54
NYTimes,"There is a growing trend in corporate America: CEOs branching out into activism. Just look at Starbucks, Dick’s and… ",2018-07-31 04:59:04+00:00,0.1779,0.091,0.909,0.0,55
NYTimes,"RT @NYTHealth: Burning and scarring have been reported by women paying for ""vaginal rejuvenation"" treatments using lasers, prompting the FD…",2018-07-31 04:42:03+00:00,0.0,0.0,1.0,0.0,56
NYTimes,RT @MitchKSmith: Minneapolis police officers won't face charges in the fatal shooting of Thurman Blevins. Prosecutors said Mr. Blevins was…,2018-07-31 04:22:05+00:00,-0.3991,0.078,0.772,0.15,57
NYTimes,"Tom Cruise insists on doing his own stunts in ""Mission: Impossible."" Here are the 5 most dangerous stunts to pull o… ",2018-07-31 04:02:02+00:00,-0.5256,0.0,0.848,0.152,58
NYTimes,Brexit Plans Raise Fears of Food Shortages and Jammed Ports ,2018-07-31 03:59:36+00:00,-0.5267,0.0,0.645,0.355,59
NYTimes,Nuns in a convent breed endangered Mexican salamanders to make them into a cough syrup. They may be the only thing… ,2018-07-31 03:47:01+00:00,0.0,0.0,1.0,0.0,60
NYTimes,"With items that must always be in stock, new contracts and new corporate rules, the long-simmering tension between… ",2018-07-31 03:32:05+00:00,-0.3182,0.0,0.881,0.119,61
NYTimes,"RT @liamstack: It's here, people. The @NYTpolitics deep dive on alleged Bigfoot erotica. ",2018-07-31 03:17:02+00:00,0.0,0.0,1.0,0.0,62
NYTimes,"With 99 days to go until the November midterm election, the battleground in the fight for control of the House is s… ",2018-07-31 03:02:05+00:00,-0.6486,0.0,0.791,0.209,63
NYTimes,"The climate is warming, but California's birds are finding ways to stay cool: ""Birds can manipulate all kinds of th… ",2018-07-31 02:47:07+00:00,0.5023,0.191,0.809,0.0,64
NYTimes,President Trump again threatened to shut down the federal government if Congress doesn't deliver on border security… ,2018-07-31 02:32:02+00:00,-0.4588,0.0,0.842,0.158,65
NYTimes,"RT @MarkMazzettiNYT: “Collusion isn’t a crime,” say Rudy and other Trump allies. But conspiracy most certainly is. ",2018-07-31 02:17:04+00:00,-0.2641,0.16,0.632,0.208,66
NYTimes,"Is a $100 billion train the future of California or a boondoggle? Despite opposition, construction on the high-spee… ",2018-07-31 02:02:06+00:00,0.0,0.0,1.0,0.0,67
NYTimes,"New Jersey, in a first-of-its-kind initiative, has set aside millions to pay for community journalism. ""It’s one of… ",2018-07-31 01:47:02+00:00,-0.1027,0.0,0.92,0.08,68
NYTimes,"If you missed Mars at opposition a few nights ago, you'll get a chance to see the red planet at its closest approac… ",2018-07-31 01:32:04+00:00,-0.0516,0.086,0.819,0.095,69
NYTimes,"RT @jdelreal: Today in Redding I spoke to some of the 35k individuals displaced by the Carr Fire. They are grateful to be alive, but desper…",2018-07-31 01:17:02+00:00,0.2732,0.138,0.8,0.062,70
NYTimes,Evening Briefing: Here's what you need to know at the end of the day ,2018-07-31 01:03:10+00:00,0.0,0.0,1.0,0.0,71
NYTimes,"Talk has been swirling in the UK over preparations for a ""no deal"" Brexit — a scenario that could mean new border c… ",2018-07-31 00:47:05+00:00,-0.296,0.0,0.896,0.104,72
NYTimes,"Florida has an algae problem, and it’s big. A toxic bloom in the waters off the state’s southwestern coast is killi… ",2018-07-31 00:32:03+00:00,-0.4019,0.0,0.876,0.124,73
NYTimes,"RT @NYTObits: Herman Shine, who escaped Auschwitz with the help of his best friend and a Polish civilian, then was sheltered by the woman w…",2018-07-31 00:17:02+00:00,0.8779,0.325,0.675,0.0,74
NYTimes,"Who are Alex Faust and Laura Coates? Two potential replacements for Alex Trebek, who said he may stop hosting ""Jeop… ",2018-07-31 00:02:08+00:00,-0.296,0.0,0.896,0.104,75
NYTimes,There it was: Glowering red on the dashboard of the sky like an astrological warning light next to the full Blood M… ,2018-07-30 23:47:05+00:00,0.0258,0.1,0.803,0.096,76
NYTimes,"Roughly 37,000 people were forced to evacuate their homes in recent days as wildfires raged in California. “All tha… ",2018-07-30 23:32:03+00:00,-0.7184,0.0,0.739,0.261,77
NYTimes,"RT @jasondhorowitz: As Manafort's trial begins, meet the American reporter turned Italian media celebrity turned Manafort associate and org…",2018-07-30 23:17:03+00:00,0.0,0.0,1.0,0.0,78
NYTimes,"“I consider myself a flaming feminist,” Justice Ruth Bader Ginsburg said on Sunday after a performance of “The Orig… ",2018-07-30 23:02:03+00:00,0.5267,0.175,0.825,0.0,79
NYTimes,Evening Briefing: Here's what you need to know at the end of the day ,2018-07-30 22:47:04+00:00,0.0,0.0,1.0,0.0,80
NYTimes,"“I have a sense of humor,” Denver Riggleman said. “I’m not going to apologize for personality.” ",2018-07-30 22:32:07+00:00,-0.0762,0.0,0.915,0.085,81
NYTimes,RT @dougmillsnyt: .@realDonaldTrump pumps his fist after his new Secretary of Veterans Affairs  Robert Wilkie is sworn-in by @VP Mike Pence…,2018-07-30 22:12:04+00:00,0.0,0.0,1.0,0.0,82
NYTimes,"A rare violin turned up in a Massachusetts pawnshop, sold for $50. The catch? It was stolen. And worth more than $2… ",2018-07-30 21:59:04+00:00,-0.3182,0.082,0.779,0.139,83
NYTimes,RT @natashanyt: This just in: After the publication of our story --plus a Future of Privacy Forum inquiry ,2018-07-30 21:48:04+00:00,0.0,0.0,1.0,0.0,84
NYTimes,"Our commitment to the truth is more important now than ever.

Read about President Trump's meeting with the publish… ",2018-07-30 21:40:05+00:00,0.7178,0.304,0.696,0.0,85
NYTimes,It's summer. Time to read. Need some ideas? Follow ,2018-07-30 21:32:05+00:00,0.0,0.0,1.0,0.0,86
NYTimes,"RT @arappeport: The Trump administration is mulling a unilateral $100bn tax cut for the wealthy, potentially wielding Treasury's regulatory…",2018-07-30 21:21:04+00:00,0.1027,0.121,0.777,0.102,87
NYTimes,The Trump administration is considering bypassing Congress to give a $100 billion tax cut to the wealthy by changin… ,2018-07-30 21:13:39+00:00,0.1027,0.121,0.777,0.102,88
NYTimes,"""Completely and totally refreshing"": The New York Times review of Amy Poehler and Nick Offerman's new crafting real… ",2018-07-30 21:00:06+00:00,0.0,0.0,1.0,0.0,89
NYTimes,"Minneapolis police officers will not face criminal charges in the fatal shooting of Thurman Blevins, an armed man w… ",2018-07-30 20:50:06+00:00,0.0232,0.191,0.664,0.145,90
NYTimes,Did you have a sexual experience where you’ve always wanted to know what was in the other person’s head? Or where y… ,2018-07-30 20:40:04+00:00,0.0,0.0,1.0,0.0,91
NYTimes,"If Florida's governor's primary is indication, Donald Trump can now effectively decide primaries with a single twee… ",2018-07-30 20:30:03+00:00,0.4404,0.162,0.838,0.0,92
NYTimes,The family that lost nine relatives when a duck boat sank in Missouri filed a $100 million lawsuit against boat's o… ,2018-07-30 20:15:02+00:00,-0.4939,0.0,0.802,0.198,93
NYTimes,"In Opinion,

Eva Wiseman writes, ""The pull of 'Love Island' is in the very contrast between the show and the politi… ",2018-07-30 20:00:17+00:00,0.6369,0.174,0.826,0.0,94
NYTimes,"Tom Cruise insists on doing his own stunts in ""Mission: Impossible."" Here are the 5 most dangerous stunts to pull o… ",2018-07-30 19:45:05+00:00,-0.5256,0.0,0.848,0.152,95
NYTimes,"Octavia Spencer will executive produce and star in “Madam C.J. Walker,” a limited series on Netflix about one of th… ",2018-07-30 19:30:13+00:00,-0.2263,0.0,0.905,0.095,96
NYTimes,"In the High Sierra of California, massive ecological change is underway in response to climate change. Leading the… ",2018-07-30 19:15:06+00:00,0.0,0.0,1.0,0.0,97
NYTimes,Paul Manafort is scheduled to go to trial for financial fraud charges starting on Tuesday. Here's what you need to… ,2018-07-30 19:00:17+00:00,-0.7096,0.0,0.753,0.247,98
NYTimes,"In Opinion

Colin Woodard writes, ""Contrary to conventional wisdom, the most significant and abiding divide in Amer… ",2018-07-30 18:45:07+00:00,0.6697,0.268,0.732,0.0,99
NYTimes,"With 99 days to go until the November midterm election, the battleground in the fight for control of the House is s… ",2018-07-30 18:30:03+00:00,-0.6486,0.0,0.791,0.209,100
